@relation pola_csv

@attribute H numeric
@attribute G numeric
@attribute Epoch {K161D,K15CO,K1642}
@attribute M numeric
@attribute Peri. numeric
@attribute Node numeric
@attribute Incl. numeric
@attribute e numeric
@attribute n numeric
@attribute a numeric
@attribute #Obs numeric
@attribute #Opp numeric
@attribute rms numeric
@attribute Per {M-v,M-h,M-c,M-N}
@attribute ts {3Eh,8.0,38h,08h}
@attribute Hazard {T,F}

@data
1.694463,0.15,K161D,-0.212016,1.336243,-1.439463,-0.935668,0.598382,0.287033,0.819911,-0.476334,-0.456026,0.52,M-v,3Eh,F
0.178312,0.15,K161D,1.115506,-1.192772,1.020749,-1.02478,0.593397,0.245109,1.237517,0.238217,-0.456026,0.38,M-v,3Eh,F
-0.645682,0.15,K161D,-0.020813,0.908802,1.379252,0.38705,0.654074,0.282568,0.859441,-0.157168,-0.094101,0.59,M-v,3Eh,F
-0.777521,0.15,K161D,1.340457,-0.096852,0.554398,-0.066644,0.329063,0.429863,-0.068102,0.504983,0.62975,0.47,M-v,38h,F
-0.019446,0.15,K161D,-0.401547,0.9235,1.234591,-0.809842,0.658764,0.343252,0.39702,-0.357242,-0.456026,0.57,M-v,3Eh,F
1.134146,0.15,K161D,-0.500329,0.437352,0.663395,-0.263417,0.421945,0.474029,-0.249514,-0.438225,-0.456026,0.34,M-v,3Eh,F
-0.019446,0.15,K161D,1.285011,1.321475,-0.625548,-0.203693,0.417781,0.418323,-0.015483,-0.190514,-0.456026,0.58,M-v,3Eh,F
-1.337838,0.15,K161D,-0.994992,-0.087161,0.07539,-0.040582,0.703165,1.552351,-1.721134,2.524781,3.525154,0.78,M-h,3Eh,F
0.079433,0.15,K161D,1.340464,-1.279392,-1.112812,0.128176,0.586468,0.217431,1.585086,-0.390588,-0.456026,0.37,M-v,38h,F
1.298945,0.15,K161D,1.708119,-1.52396,-0.613488,-0.963847,0.1913,0.743556,-0.94763,-0.266732,-0.456026,0.65,M-v,3Eh,F
-0.777521,0.15,K161D,1.191997,-0.844889,-0.983995,3.94132,0.581582,0.383059,0.161481,-0.209568,0.267825,0.44,M-v,3Eh,F
1.298945,0.15,K161D,-0.779784,0.620636,0.066365,-0.760709,0.527482,0.463156,-0.207535,-0.390588,-0.456026,0.3,M-v,3Eh,F
-0.612722,0.15,K161D,-0.196134,-1.008527,1.444381,1.249897,0.159585,0.797673,-1.038892,-0.195277,-0.456026,0.43,M-v,3Eh,F
0.870468,0.15,K161D,1.613508,0.646129,1.555182,1.187612,0.483627,0.501617,-0.34917,-0.385824,-0.456026,0.55,M-v,3Eh,F
1.727423,0.15,K161D,-1.584564,-1.564782,-1.11467,-0.45268,0.216491,0.700336,-0.866392,-0.395352,-0.456026,0.77,M-v,3Eh,F
0.63975,0.15,K161D,-0.649007,-0.759691,-0.657467,-0.90684,0.519481,0.270047,0.976063,-0.371533,-0.456026,0.4,M-v,38h,F
0.145353,0.15,K161D,-0.900131,-0.025173,1.511629,-0.748278,0.162484,0.649491,-0.759427,-0.261969,-0.094101,0.53,M-v,38h,F
0.50791,0.15,K161D,-0.004204,1.367994,-1.227173,-1.032994,0.517609,0.55418,-0.515836,-0.395352,-0.456026,0.31,M-v,3Eh,F
0.145353,0.15,K161D,-0.212276,1.632172,-0.404894,1.06405,0.560091,0.256453,1.113328,-0.36677,-0.456026,0.69,M-v,3Eh,F
-0.909361,0.15,K161D,-1.031569,1.200636,1.067297,2.317849,0.218117,0.559681,-0.53176,-0.271496,0.267825,0.38,M-v,38h,F
-0.612722,0.15,K161D,-1.601446,-1.322868,1.258013,-0.09512,0.335843,0.482327,-0.280487,0.543092,-0.094101,0.84,M-v,3Eh,F
-0.349044,0.15,K161D,-0.833344,0.492107,1.473012,0.460834,0.134908,0.712581,-0.890241,-0.304842,-0.094101,0.38,M-v,3Eh,F
1.430784,0.15,K161D,1.126707,1.52345,1.755365,-0.957411,0.46292,0.402382,0.061311,-0.409643,-0.456026,0.66,M-v,3Eh,F
0.60679,0.15,K161D,-1.569934,-1.074213,-0.045978,1.346789,0.407075,0.896146,-1.181005,-0.252441,-0.456026,0.47,M-v,3Eh,F
0.409031,0.15,K161D,1.732153,-0.21792,-0.020556,-0.330714,0.560587,0.274701,0.931681,-0.228623,-0.456026,0.56,M-v,3Eh,F
-0.414964,0.15,K161D,1.25361,-1.602897,-0.172888,-0.814024,0.237364,0.570066,-0.561123,0.247744,0.267825,0.47,M-v,3Eh,F
-1.0412,0.15,K161D,0.977135,1.232231,1.144591,2.809699,0.714414,0.312724,0.610942,-0.214332,0.62975,0.38,M-v,3Eh,F
0.870468,0.15,K161D,0.279055,-0.272252,0.339403,0.381315,0.23814,0.558245,-0.527628,-0.423934,-0.456026,0.41,M-v,38h,F
-0.579763,0.15,K161D,0.812716,-1.303935,1.482369,1.05539,0.451905,0.395307,0.097039,0.571674,0.62975,0.56,M-h,3Eh,F
0.804548,0.15,K161D,-1.239031,1.413125,1.052527,0.221414,0.296695,1.324912,-1.585119,-0.390588,-0.456026,0.39,M-v,3Eh,F
-1.00824,0.15,K161D,-0.734096,-1.185648,0.865984,-0.958156,0.523917,0.295213,0.750096,-0.304842,-0.094101,0.39,M-v,3Eh,F
-1.205999,0.15,K161D,1.107705,1.470445,-0.8457,1.837013,0.475613,0.284881,0.838834,-0.138113,-0.094101,0.5,M-v,38h,F
-0.777521,0.15,K161D,-1.266963,-1.2686,1.450455,-0.641559,0.82891,0.175647,2.277245,-0.342951,-0.456026,0.57,M-v,3Eh,F
0.178312,0.15,K161D,-0.898524,1.256425,-1.395214,0.372202,0.376822,0.467292,-0.223696,-0.409643,-0.456026,0.62,M-v,3Eh,F
-0.909361,0.15,K161D,-1.058803,-1.250149,0.690438,3.84634,0.834559,0.287493,0.815903,-0.390588,-0.456026,0.59,M-v,3Eh,F
-1.173039,0.15,K161D,1.328708,0.35739,0.161705,-0.280267,0.204489,0.474982,-0.253117,0.938477,2.077452,0.43,M-v,38h,F
-0.217205,0.15,K161D,-0.689593,-0.899637,-0.629786,-0.052625,0.607252,0.351486,0.344668,-0.295314,-0.456026,0.95,M-v,3Eh,F
0.60679,0.15,K161D,0.651461,-1.621483,0.446849,0.094054,0.159848,0.671876,-0.808182,-0.371533,-0.456026,1.13,M-v,3Eh,F
0.804548,0.15,K161D,0.210157,-0.134269,-0.324402,-0.387509,0.311972,0.542575,-0.481361,-0.342951,-0.456026,0.31,M-v,3Eh,F
-1.0412,0.15,K161D,1.26003,0.203126,-1.222605,1.594711,0.609566,0.808488,-1.055903,-0.200041,0.267825,0.43,M-v,3Eh,F
0.112393,0.15,K161D,0.435321,-1.591617,-1.601885,1.63522,0.11342,1.039971,-1.347372,-0.433461,-0.456026,0.38,M-v,3Eh,F
-0.546803,0.15,K161D,0.166268,0.508002,-1.489321,1.762251,0.345087,0.988192,-1.292139,1.62921,5.334781,0.52,M-h,3Eh,F
-0.678642,0.15,K161D,-0.000389,-0.902452,-1.595054,-0.674173,0.668178,0.174651,2.297074,0.085779,-0.456026,0.61,M-v,3Eh,F
0.804548,0.15,K161D,0.060113,1.547525,-1.184774,-0.754297,0.577081,0.241942,1.273907,-0.457279,-0.456026,0.23,M-v,3Eh,F
0.441991,0.15,K161D,0.183723,-0.214428,-1.469093,-1.008515,0.235367,0.920919,-1.212732,-0.252441,-0.094101,0.48,M-v,3Eh,F
-0.909361,0.15,K161D,-0.302117,0.187821,-0.137123,0.574776,0.616995,0.21857,1.569344,1.028987,-0.456026,0.32,M-v,3Eh,F
-1.140079,0.15,K161D,-0.070343,0.845711,0.662257,0.856237,0.23344,0.659184,-0.780876,-0.290551,-0.094101,0.32,M-v,3Eh,F
-1.898154,0.15,K161D,0.08577,1.157583,-0.353069,1.531152,0.323726,0.402431,0.061064,2.200851,2.439377,0.39,M-v,38h,F
-0.447924,0.15,K161D,0.414299,0.875991,0.078414,-0.160982,0.364367,0.54287,-0.482253,-0.247678,0.267825,0.4,M-v,3Eh,F
-0.546803,0.15,K161D,-0.62396,0.05848,-1.343574,0.991899,0.124164,0.671023,-0.806372,-0.142877,-0.094101,0.44,M-v,38h,F
-1.997034,0.15,K161D,0.812537,-0.472298,-0.879994,2.228841,0.695747,0.409955,0.024205,1.676847,2.439377,0.44,M-h,3Eh,F
0.771589,0.15,K161D,-1.119229,-0.499621,1.492732,-0.328345,0.15603,0.755325,-0.968402,-0.381061,-0.456026,0.45,M-v,3Eh,F
-1.733355,0.15,K161D,-0.5489,-0.267931,-0.515523,-0.837389,0.489101,0.245162,1.236912,1.219534,2.439377,0.58,M-v,38h,F
1.035267,0.15,K161D,-0.762982,0.69641,0.062625,-0.411593,0.568453,0.36304,0.274556,-0.423934,-0.456026,0.25,M-v,3Eh,F
0.145353,0.15,K161D,-1.258294,0.3091,0.388294,-0.563526,0.644086,1.302898,-1.569877,-0.228623,-0.456026,0.42,M-v,3Eh,F
-1.00824,0.15,K161D,-0.432133,-0.507792,-0.252391,1.518986,0.526275,0.242003,1.273203,0.290617,-0.094101,0.31,M-v,38h,F
-0.579763,0.15,K161D,0.063992,1.552989,-1.324884,2.466425,0.314312,0.397038,0.088202,-0.138113,-0.094101,0.42,M-v,38h,F
-1.140079,0.15,K161D,0.129409,-0.234677,-0.894109,2.494934,0.61355,0.266721,1.008571,-0.371533,-0.094101,0.15,M-v,3Eh,F
0.178312,0.15,K161D,-0.13849,0.982552,0.387129,-0.535947,0.643716,0.352461,0.3386,-0.23815,-0.456026,0.59,M-v,3Eh,F
-0.909361,0.15,K161D,-1.031569,1.200636,1.067297,2.317849,0.218117,0.559681,-0.53176,-0.271496,0.267825,0.38,M-v,38h,F
-1.733355,0.15,K161D,0.744835,0.208525,1.552333,-0.332784,0.553397,0.603365,-0.649555,2.41998,3.887079,0.47,M-h,3Eh,F
0.738629,0.15,K161D,-1.60768,-0.269067,1.240599,-0.884582,0.609759,0.247754,1.207714,-0.119059,0.62975,0.5,M-v,3Eh,F
1.167106,0.15,K161D,1.268922,1.387045,1.040101,-0.48807,0.54017,0.327024,0.506593,-0.219096,-0.456026,0.36,M-v,3Eh,F
0.079433,0.15,K161D,1.340464,-1.279392,-1.112812,0.128176,0.586468,0.217431,1.585086,-0.390588,-0.456026,0.37,M-v,38h,F
1.529664,0.15,K161D,1.468354,0.497397,-1.223673,-0.371243,0.346329,0.588417,-0.61089,-0.47157,-0.456026,0.76,M-v,3Eh,F
0.837508,0.15,K161D,-0.268179,1.342156,-0.9452,-1.061276,0.692996,0.338638,0.427282,-0.442988,-0.456026,0.23,M-v,3Eh,F
-1.173039,0.15,K161D,1.107331,-0.613315,0.227973,0.791332,0.180249,0.49402,-0.322654,0.457346,2.801303,0.57,M-v,38h,F
0.343111,0.15,K161D,-0.55217,-0.240188,-1.514014,-0.877723,0.397667,0.341446,0.408783,-0.381061,-0.456026,0.25,M-v,38h,F
1.068227,0.15,K161D,-0.365714,-0.29387,1.558581,-0.792885,0.455361,0.343331,0.396512,-0.462043,-0.456026,0.29,M-v,38h,F
0.705669,0.15,K161D,0.9619,0.955766,0.024682,0.635122,0.290632,0.918759,-1.210022,-0.333424,-0.456026,0.43,M-v,3Eh,F
-0.085366,0.15,K161D,-1.127643,-0.195363,-0.791874,-0.812298,0.500029,0.581234,-0.591723,-0.376297,-0.456026,0.28,M-v,3Eh,F
0.145353,0.15,K161D,-0.078303,-1.443915,0.938208,1.327016,0.536619,1.354237,-1.604781,-0.376297,-0.456026,0.62,M-v,3Eh,F
0.409031,0.15,K161D,1.649593,-1.628378,1.671416,-0.372408,0.531721,0.284361,0.843448,-0.261969,-0.456026,0.46,M-v,3Eh,F
-1.436717,0.15,K161D,1.549917,-1.540196,1.759241,-0.334315,0.755311,0.343675,0.39428,0.085779,0.991676,0.49,M-v,3Eh,F
-0.909361,0.15,K161D,1.436792,-1.06697,0.577114,0.558388,0.493127,0.304478,0.674808,-0.195277,-0.456026,0.49,M-v,38h,F
-0.250165,0.15,K161D,0.296201,-1.3328,-0.862177,0.779198,0.334487,0.534971,-0.458099,-0.23815,-0.456026,0.7,M-v,3Eh,F
0.63975,0.15,K161D,-1.139098,-0.173577,-1.289332,-0.524461,0.219717,1.151329,-1.451938,-0.423934,-0.456026,0.6,M-v,3Eh,F
0.474951,0.15,K161D,0.834536,1.10739,0.605379,-0.935412,0.57733,0.294318,0.757579,-0.404879,-0.456026,0.38,M-v,3Eh,F
0.211272,0.15,K161D,-0.203268,0.367278,-1.194386,-0.90882,0.644078,0.322907,0.535848,-0.352479,-0.456026,0.5,M-v,3Eh,F
0.771589,0.15,K161D,1.157806,-0.620495,-1.476657,-0.342214,0.559319,0.36856,0.242358,-0.438225,-0.456026,0.44,M-v,3Eh,F
1.595583,0.15,K161D,1.58805,-1.490785,-0.282937,-1.135719,0.181791,0.760094,-0.976666,0.385891,-0.456026,0.32,M-v,3Eh,F
-1.0412,0.15,K161D,-1.027343,0.765132,-0.963996,-0.539699,0.447401,0.291615,0.780403,-0.04284,0.62975,0.37,M-v,38h,F
-1.337838,0.15,K161D,1.511574,1.341316,-0.585097,4.088558,0.477313,0.340877,0.412513,-0.376297,-0.456026,0.52,M-v,3Eh,F
-1.436717,0.15,K161D,-0.713067,1.207073,0.440845,0.263717,0.359677,0.507551,-0.369418,0.519274,3.163228,0.58,M-h,3Eh,F
-1.700396,0.15,K161D,0.140307,1.680632,1.16207,-0.562463,0.643354,0.56861,-0.557061,2.348525,4.61093,0.49,M-h,3Eh,F
-1.00824,0.15,K161D,1.414661,0.165777,1.787496,0.624404,0.086487,0.594567,-0.626993,0.328727,1.353601,0.51,M-v,38h,F
0.60679,0.15,K161D,0.702751,0.623322,0.294017,-0.763571,0.445662,0.330839,0.48003,-0.32866,-0.456026,0.43,M-v,38h,F
0.211272,0.15,K161D,1.147896,0.541254,0.400169,-0.514065,0.365897,0.793946,-1.032941,-0.338188,-0.456026,0.45,M-v,3Eh,F
0.903428,0.15,K161D,-1.279932,-0.855359,0.884793,0.859939,0.371307,0.710564,-0.88636,-0.428697,-0.456026,0.53,M-v,3Eh,F
1.694463,0.15,K161D,1.640129,-1.001774,-1.558559,-0.959634,0.118296,0.968864,-1.270268,-0.152404,-0.456026,0.54,M-v,3Eh,F
-1.898154,0.15,K161D,-0.916769,-0.687518,0.201101,-0.630671,0.46432,0.30434,0.675904,3.396533,4.249005,0.42,M-v,38h,F
-1.403757,0.15,K161D,1.048736,-1.174085,0.168792,3.018574,0.444369,0.322934,0.535657,0.681239,1.353601,0.48,M-v,38h,F
1.265985,0.15,K161D,-0.004961,-0.521872,1.304841,-0.512853,0.525763,0.360119,0.291925,-0.447752,-0.456026,0.3,M-v,3Eh,F
0.145353,0.15,K161D,0.390322,-0.970235,0.437564,0.611784,0.29587,0.695768,-0.857317,-0.281023,-0.456026,1,M-v,3Eh,F
-1.931114,0.15,K161D,-0.603399,1.645087,0.848149,-0.336104,0.466442,0.32219,0.541003,0.490692,2.801303,0.44,M-v,38h,F
-0.480883,0.15,K161D,-0.270805,1.278679,-0.516473,0.071764,0.668965,0.62479,-0.702269,-0.300078,-0.456026,0.34,M-v,3Eh,F
-0.382004,0.15,K161D,-0.446064,-0.803658,-1.451658,-0.387142,0.578539,0.29358,0.763777,-0.319133,-0.456026,0.53,M-v,3Eh,F
-0.94232,0.15,K161D,-0.47534,1.613196,0.658313,4.067965,0.541288,0.663443,-0.790135,-0.223859,-0.094101,0.5,M-v,3Eh,F
0.738629,0.15,K161D,-0.42549,1.28106,0.412025,-1.027264,0.401843,0.423651,-0.040076,-0.18575,-0.094101,0.3,M-v,3Eh,F
0.57383,0.15,K161D,0.924023,0.576597,1.570572,0.568077,0.454718,0.464497,-0.212802,-0.423934,-0.456026,0.38,M-v,3Eh,F
1.529664,0.15,K161D,0.475854,-0.349977,1.759443,-0.720294,0.540856,0.327077,0.506221,-0.481098,-0.456026,0.32,M-v,3Eh,F
-0.019446,0.15,K161D,1.236657,1.02033,1.034202,-0.967445,0.519408,0.675402,-0.815614,0.133416,0.267825,0.48,M-v,3Eh,F
-1.634476,0.15,K161D,0.468073,0.962139,0.049128,1.084535,0.31951,0.405216,0.047288,1.090915,3.163228,0.52,M-v,38h,F
0.705669,0.15,K161D,-1.130536,0.71826,1.667272,1.151852,0.147751,0.794619,-1.034019,-0.447752,-0.456026,0.37,M-v,3Eh,F
-0.447924,0.15,K161D,0.510277,-0.243569,1.710149,0.041293,0.309864,1.036734,-1.344055,0.057197,-0.094101,0.58,M-v,3Eh,F
0.54087,0.15,K161D,0.116655,-1.677007,-0.895273,-0.476752,0.500445,0.317106,0.578139,-0.390588,-0.456026,0.63,M-v,3Eh,F
0.60679,0.15,K161D,1.530413,0.486806,-0.452904,-0.921578,0.574227,0.280399,0.87902,-0.381061,-0.456026,0.41,M-v,3Eh,F
-0.217205,0.15,K161D,-0.174475,1.152645,0.310105,-0.346349,0.275508,0.561804,-0.537838,-0.41917,-0.456026,0.5,M-v,3Eh,F
0.738629,0.15,K161D,-1.277382,0.824661,1.235558,-0.758093,0.421168,0.573877,-0.571676,-0.381061,-0.456026,0.35,M-v,3Eh,F
0.936388,0.15,K161D,0.024742,-0.270659,-0.000614,-1.04395,0.458984,0.335388,0.44902,-0.41917,-0.456026,0.4,M-v,38h,F
-2.062953,0.15,K161D,0.620457,-1.65416,1.051362,-1.029183,0.443148,0.29526,0.749704,3.582316,4.249005,0.41,M-v,38h,F
0.738629,0.15,K161D,-0.658814,0.612859,0.188389,-0.797715,0.524419,0.439429,-0.109966,-0.352479,-0.456026,0.56,M-v,3Eh,F
-1.436717,0.15,K161D,0.662054,-1.140727,-0.781543,1.713375,0.602513,0.304914,0.671356,2.305652,0.62975,0.41,M-v,3Eh,F
-0.876401,0.15,K161D,-0.925491,-1.188057,-0.416376,1.002401,0.517915,0.353232,0.333827,-0.166695,-0.094101,0.67,M-v,3Eh,F
-1.304878,0.15,K161D,0.434853,-0.287322,0.648615,-0.371236,0.697553,0.413963,0.005031,0.257272,1.715527,0.46,M-v,3Eh,F
0.936388,0.15,K161D,-0.76955,0.202257,-0.000982,-0.805772,0.612611,0.235193,1.354187,-0.395352,-0.456026,0.65,M-v,3Eh,F
-0.546803,0.15,K161D,1.316017,1.498202,-1.31363,-0.582397,0.378397,0.362354,0.278615,-0.285787,-0.456026,0.61,M-v,38h,F
0.705669,0.15,K161D,-0.605526,-0.256784,1.538562,1.462056,0.360979,0.474444,-0.251086,-0.423934,-0.456026,0.42,M-v,3Eh,F
1.298945,0.15,K161D,-0.749358,-1.181436,0.465066,-0.477058,0.31733,0.948253,-1.246127,-0.452516,-0.456026,0.41,M-v,3Eh,F
-1.205999,0.15,K161D,0.845039,-1.595533,-1.212007,-0.167243,0.75539,0.266941,1.006401,-0.300078,-0.094101,0.52,M-v,3Eh,F
0.903428,0.15,K161D,-0.024567,0.97406,0.241206,-0.07058,0.386297,0.675478,-0.815775,-0.447752,-0.456026,0.67,M-v,3Eh,F
1.529664,0.15,K161D,1.565296,1.287163,-0.077862,-0.982715,0.294841,0.624673,-0.701989,-0.428697,-0.456026,0.41,M-v,3Eh,F
0.046473,0.15,K161D,-0.25857,-0.320762,0.556138,-0.547096,0.277316,0.595154,-0.628517,-0.242914,-0.094101,0.51,M-v,3Eh,F
-1.865194,0.15,K161D,-1.219421,0.937351,-1.032571,1.43933,0.519402,0.500477,-0.345234,2.753437,4.249005,0.44,M-h,3Eh,F
0.211272,0.15,K161D,0.200508,-0.507193,0.995532,-0.811342,0.016867,0.859014,-1.130613,-0.261969,-0.456026,0.46,M-v,3Eh,F
-0.678642,0.15,K161D,0.968519,-0.581702,-0.030627,1.637877,0.141201,0.789296,-1.025448,0.181053,0.267825,0.5,M-v,3Eh,F
0.771589,0.15,K161D,1.209579,-1.521771,0.936323,-1.076701,0.480584,0.329848,0.48688,-0.338188,-0.456026,0.66,M-v,3Eh,F
0.705669,0.15,K161D,-0.407378,1.487137,-0.973339,0.707394,0.416944,0.423697,-0.040287,-0.423934,-0.456026,0.67,M-v,3Eh,F
0.145353,0.15,K161D,-0.962338,1.365749,-0.086906,-1.04086,0.60079,0.355456,0.320145,0.085779,-0.456026,0.46,M-v,3Eh,F
-0.810481,0.15,K161D,0.519279,-1.45279,0.374523,-0.261047,0.581024,0.586399,-0.605546,-0.109531,0.991676,0.47,M-h,3Eh,F
-1.140079,0.15,K161D,0.521597,1.050219,-0.652662,-0.206517,0.503672,0.258027,1.096823,-0.138113,-0.094101,0.47,M-v,38h,F
-0.480883,0.15,K161D,0.492537,-0.225388,0.093842,-0.534979,0.425028,0.295798,0.745222,-0.223859,-0.094101,0.56,M-v,38h,F
-1.304878,0.15,K161D,-0.922303,-0.545491,-1.225631,0.0976,0.813216,0.232135,1.391831,0.571674,-0.094101,0.56,M-v,3Eh,F
1.101187,0.15,K161D,-0.892589,1.182946,0.048956,-0.579668,0.596535,0.316702,0.581132,-0.338188,-0.456026,0.57,M-v,3Eh,F
0.178312,0.15,K161D,1.476285,1.520024,1.216317,-0.181012,0.52419,0.302109,0.693693,-0.281023,-0.456026,0.46,M-v,3Eh,F
1.463744,0.15,K161D,0.2117,1.065778,-1.072145,-0.851852,0.254123,0.712227,-0.889562,-0.428697,-0.456026,0.38,M-v,3Eh,F
-0.382004,0.15,K161D,-1.319462,0.881895,-0.578926,1.634297,0.474571,0.422712,-0.035779,-0.400115,-0.456026,0.45,M-v,3Eh,F
0.738629,0.15,K161D,0.371563,1.163206,-0.599474,-0.505687,0.262703,0.698159,-0.862079,-0.109531,-0.456026,0.62,M-v,3Eh,F
-0.118326,0.15,K161D,1.082042,-1.320673,-1.26996,1.131849,0.589418,0.220796,1.538969,-0.390588,-0.456026,0.53,M-v,38h,F
0.771589,0.15,K161D,-0.554324,1.568379,-1.060916,-0.88654,0.572744,0.253121,1.148845,-0.190514,-0.456026,0.42,M-v,3Eh,F
-0.250165,0.15,K161D,-0.383134,-0.346319,-0.960781,0.450721,0.709216,0.932421,-1.226983,-0.314369,-0.456026,0.58,M-v,3Eh,F
1.035267,0.15,K161D,0.464802,-0.773945,-1.635048,0.618189,0.309875,0.827526,-1.084945,-0.376297,-0.456026,0.52,M-v,3Eh,F
0.112393,0.15,K161D,-1.352058,0.600372,-1.609804,1.971301,0.522222,0.548306,-0.498539,-0.333424,-0.456026,0.52,M-v,3Eh,F
0.277192,0.15,K161D,1.060134,1.70798,-1.293364,-0.025532,0.620001,0.206429,1.744555,-0.347715,-0.456026,0.96,M-v,3Eh,F
-0.414964,0.15,K161D,-0.940446,1.131498,0.936108,0.074606,0.257276,0.565544,-0.548449,-0.323896,0.267825,0.4,M-v,3Eh,F
-1.997034,0.15,K161D,-0.882666,1.266504,-1.092136,1.082951,0.535408,0.319782,0.558471,0.595493,3.163228,0.49,M-h,3Eh,F
1.331905,0.15,K161D,0.908658,1.66003,-0.316464,-0.46268,0.483167,0.350497,0.350846,-0.457279,-0.456026,0.3,M-v,3Eh,F
0.376071,0.15,K161D,-0.260709,1.558733,1.582118,-0.822265,0.451551,0.455338,-0.176325,-0.362006,-0.456026,0.5,M-v,3Eh,F
-1.00824,0.15,K161D,0.659616,-1.279339,-1.35508,1.685073,0.518183,0.327898,0.500465,0.338254,0.991676,0.6,M-h,3Eh,F
-0.316084,0.15,K161D,-0.294329,-1.339736,0.625736,-0.184386,0.557957,0.205597,1.757176,-0.247678,-0.456026,0.5,M-v,38h,F
-0.447924,0.15,K161D,0.154148,-1.166353,0.077597,0.454697,0.291832,0.444827,-0.132921,-0.080949,-0.094101,0.41,M-v,38h,F
-0.678642,0.15,K161D,-0.757203,-1.119351,-1.567525,-0.545029,0.538127,0.221897,1.524131,0.014324,-0.094101,0.4,M-v,38h,F
-1.535597,0.15,K161D,-0.035112,-1.551447,-0.366032,3.241549,0.113382,0.676872,-0.818694,1.109969,1.715527,0.46,M-v,38h,F
0.409031,0.15,K161D,1.236224,-1.603154,1.74975,-0.480723,0.370046,0.448582,-0.148624,-0.381061,-0.456026,0.35,M-v,3Eh,F
0.738629,0.15,K161D,-0.624706,0.851614,-0.960689,0.154112,0.742401,0.303354,0.683738,-0.309605,-0.456026,0.88,M-v,3Eh,F
0.50791,0.15,K161D,-1.418216,-1.175893,-0.848608,-0.910255,0.645919,0.267512,1.000774,0.271563,-0.094101,0.56,M-v,3Eh,F
1.035267,0.15,K161D,-1.275184,-1.377716,-0.19887,-0.641311,0.61194,0.274573,0.932882,-0.357242,-0.456026,0.69,M-v,3Eh,F
-0.217205,0.15,K161D,-1.11849,-1.424857,-0.710599,-0.667044,0.578894,0.471954,-0.241628,-0.223859,-0.456026,0.62,M-v,3Eh,F
-0.217205,0.15,K161D,-0.760742,-0.892656,-1.560207,0.499991,0.304414,0.513579,-0.389591,-0.41917,-0.456026,0.38,M-v,3Eh,F
0.145353,0.15,K161D,-0.643767,-1.470028,0.378209,0.210618,0.228873,0.961806,-1.262098,-0.261969,-0.094101,0.54,M-v,3Eh,F
0.672709,0.15,K161D,0.19604,1.01012,-1.308492,0.871647,0.176212,1.006046,-1.311719,0.3716,-0.094101,0.45,M-v,3Eh,F
1.496704,0.15,K161D,0.998745,1.539699,-1.595706,-0.840178,0.314453,0.508491,-0.372589,-0.41917,-0.456026,0.46,M-v,3Eh,F
-0.217205,0.15,K161D,-0.525571,-0.065792,0.705089,-0.361896,0.581912,0.252425,1.156355,-0.147641,-0.456026,0.59,M-v,3Eh,F
-0.217205,0.15,K161D,0.243908,-1.254528,1.440134,-0.652523,0.487037,0.338727,0.426692,0.395418,-0.456026,0.67,M-v,3Eh,F
-0.250165,0.15,K161D,0.340284,-1.072035,-0.260579,0.373841,0.15186,0.591445,-0.618853,-0.114295,0.62975,0.5,M-v,38h,F
-0.085366,0.15,K161D,-0.604728,0.335325,-0.710874,-0.580343,0.788651,0.231854,1.395335,-0.157168,-0.456026,0.34,M-v,3Eh,F
-0.546803,0.15,K161D,1.120193,-1.423705,0.67387,0.716109,0.163641,1.040243,-1.34765,-0.138113,0.267825,0.35,M-v,3Eh,F
0.277192,0.15,K161D,-1.63363,0.69317,-0.074154,-0.237717,0.640431,0.490398,-0.309771,-0.385824,-0.456026,0.4,M-v,3Eh,F
-0.480883,0.15,K161D,-0.593207,1.638279,0.806158,0.529007,0.294417,0.414935,0.000424,-0.219096,0.267825,0.47,M-v,38h,F
1.397825,0.15,K161D,1.5854,0.91239,0.449428,-0.301468,0.242318,0.837383,-1.099548,-0.371533,-0.456026,0.63,M-v,3Eh,F
-0.283125,0.15,K161D,1.001134,0.25066,0.978192,1.612661,0.50085,1.110693,-1.415808,-0.376297,-0.094101,0.52,M-v,3Eh,F
-1.238958,0.15,K161D,0.135965,0.870496,0.589109,0.971407,0.541081,0.235832,1.346417,-0.300078,-0.094101,0.59,M-v,38h,F
-0.414964,0.15,K161D,1.188592,-1.359846,-1.581876,0.054295,0.395841,0.434198,-0.087264,0.89084,-0.456026,0.33,M-v,3Eh,F
-0.744562,0.15,K161D,1.102627,-1.115567,0.56043,0.779672,0.432769,0.726675,-0.916858,-0.204805,-0.094101,0.42,M-v,3Eh,F
-0.184245,0.15,K161D,1.702272,-0.507668,0.313365,-0.643422,0.497874,0.318316,0.569206,0.13818,-0.456026,0.49,M-v,3Eh,F
0.672709,0.15,K161D,1.414584,-0.114601,0.39535,0.437676,0.135863,0.760613,-0.977561,-0.338188,-0.456026,0.59,M-v,3Eh,F
1.265985,0.15,K161D,0.123906,0.351423,0.190072,0.150474,0.161057,0.755525,-0.96875,-0.481098,-0.456026,0.94,M-v,3Eh,F
1.167106,0.15,K161D,1.478178,0.439707,0.054754,-1.012377,0.546449,0.341593,0.407825,-0.452516,-0.456026,0.43,M-v,3Eh,F
