@relation pola_csv

@attribute H numeric
@attribute G numeric
@attribute Epoch {K161D,K15CO,K1642}
@attribute M numeric
@attribute Peri. numeric
@attribute Node numeric
@attribute Incl. numeric
@attribute e numeric
@attribute n numeric
@attribute a numeric
@attribute #Obs numeric
@attribute #Opp numeric
@attribute rms numeric
@attribute Per {M-v,M-h,M-c,M-N}
@attribute ts {3Eh,8.0,38h,08h}
@attribute Hazard {T,F}

@data
0.57383,0.15,K161D,1.146601,-1.212461,-1.556601,-0.399607,0.354957,0.541685,-0.478667,-0.228623,-0.456026,0.55,M-v,3Eh,T
-0.777521,0.15,K161D,1.6479,0.213102,0.21709,-0.179494,0.328488,0.372841,0.217933,0.128653,-0.094101,0.37,M-v,38h,T
0.57383,0.15,K161D,0.399279,-0.348014,0.238401,0.391802,0.276469,0.478243,-0.265354,-0.409643,-0.456026,0.49,M-v,38h,T
-0.97528,0.15,K161D,1.027956,-1.407258,1.068286,-0.73195,0.444715,0.321855,0.543424,2.072232,0.267825,0.33,M-v,38h,T
-0.151285,0.15,K161D,-0.346416,-1.100053,1.728119,-0.841076,0.597196,0.267071,1.005112,-0.033312,-0.094101,0.34,M-v,3Eh,T
0.738629,0.15,K161D,0.960789,0.332396,0.230031,-0.399323,0.495502,0.338281,0.429654,-0.300078,-0.456026,0.33,M-v,3Eh,T
0.771589,0.15,K161D,-0.378633,1.57972,-1.624135,-0.756301,0.371956,0.439541,-0.110447,-0.290551,-0.456026,0.31,M-v,3Eh,T
0.771589,0.15,K161D,1.590429,-1.642873,-1.539111,0.199338,0.231164,0.556228,-0.521795,-0.428697,-0.456026,0.4,M-v,38h,T
-0.250165,0.15,K161D,0.264747,0.712775,0.350543,1.205978,0.312403,0.504041,-0.357489,-0.247678,0.991676,0.35,M-v,3Eh,T
1.167106,0.15,K161D,1.485437,0.707467,0.286348,-0.602617,0.614733,0.371406,0.226067,-0.36677,-0.456026,0.34,M-v,3Eh,T
1.793342,0.15,K161D,-1.244977,-0.918564,0.22799,-0.808702,0.233834,0.925168,-1.218031,-0.18575,-0.456026,0.45,M-v,3Eh,T
-0.414964,0.15,K161D,-1.11336,1.064497,-1.562191,1.205014,0.337824,0.574955,-0.574641,-0.195277,-0.094101,0.51,M-v,3Eh,T
-0.184245,0.15,K161D,-0.195263,0.134604,0.350199,-0.389309,0.490365,0.272321,0.954218,0.033379,-0.456026,0.45,M-v,38h,T
-0.052406,0.15,K161D,1.029744,0.443711,0.318742,0.187197,0.245006,0.538013,-0.467469,-0.357242,-0.456026,0.4,M-v,38h,T
-0.612722,0.15,K161D,-1.438589,0.228383,0.46346,0.593241,0.619874,0.20521,1.763085,1.190952,-0.456026,0.38,M-v,3Eh,T
0.343111,0.15,K161D,1.600665,-1.161875,-1.462776,0.863717,0.345167,0.572485,-0.567837,-0.409643,-0.456026,0.43,M-v,3Eh,T
1.925181,0.15,K161D,-0.409638,1.188258,0.245312,-1.044328,0.127302,1.065468,-1.372917,0.142944,-0.456026,0.41,M-v,3Eh,T
0.63975,0.15,K161D,-0.770246,-0.085027,0.243483,-0.017197,0.56902,0.235417,1.351459,-0.41917,-0.456026,0.4,M-v,38h,T
0.54087,0.15,K161D,0.291928,0.836893,0.225031,0.958576,0.067536,0.898343,-1.183877,-0.466807,-0.456026,0.52,M-v,3Eh,T
0.211272,0.15,K161D,-1.029079,0.370953,0.162473,-0.795046,0.520923,0.22713,1.455271,-0.433461,-0.456026,0.26,M-v,3Eh,T
1.562624,0.15,K161D,0.164638,0.59321,-1.326734,-1.122975,0.78897,0.281895,0.86549,-0.409643,-0.456026,0.39,M-v,3Eh,T
1.430784,0.15,K161D,-0.251593,-0.188605,0.259679,-0.712582,0.411696,0.449644,-0.153022,-0.266732,-0.456026,0.53,M-v,3Eh,T
-0.546803,0.15,K161D,0.114738,-1.077425,0.582035,-0.853869,0.670446,0.274036,0.937942,-0.233387,-0.456026,0.45,M-v,3Eh,T
0.705669,0.15,K161D,0.609956,-1.72558,-1.621932,-0.619707,0.468404,0.311633,0.619229,-0.385824,-0.456026,0.43,M-v,38h,T
-0.711602,0.15,K161D,0.4538,-1.617198,-0.429811,-0.845288,0.390232,0.537589,-0.466168,-0.066658,0.62975,0.38,M-v,3Eh,T
-0.480883,0.15,K161D,0.232307,-0.86286,-1.090118,-0.972708,0.828438,0.301705,0.69694,-0.038076,-0.094101,0.35,M-v,3Eh,T
-1.173039,0.15,K161D,-0.795728,-1.333909,-0.906896,-0.286109,0.518924,0.445156,-0.134307,0.681239,0.62975,0.39,M-v,3Eh,T
1.233026,0.15,K161D,-1.424048,-0.744843,0.219313,-0.744283,0.615458,0.378634,0.185618,-0.423934,-0.456026,0.45,M-v,3Eh,T
-0.711602,0.15,K161D,0.972837,-0.768711,-1.34795,1.133618,0.523353,0.546004,-0.491676,0.338254,-0.456026,0.44,M-v,3Eh,T
0.837508,0.15,K161D,0.906807,0.174525,0.409102,-0.848306,0.517755,0.334845,0.45268,-0.400115,-0.456026,0.62,M-v,3Eh,T
1.727423,0.15,K161D,-0.725819,-0.047422,-1.456975,-0.722395,0.06855,1.083432,-1.390311,-0.261969,-0.456026,0.47,M-v,3Eh,T
-0.349044,0.15,K161D,0.866734,0.777228,-1.437101,1.158379,0.263958,0.857081,-1.127889,0.385891,-0.456026,0.32,M-v,3Eh,T
2.452538,0.15,K161D,-1.225456,1.107867,-1.445068,-0.868771,0.728441,0.208007,1.720814,-0.438225,-0.456026,0.86,M-v,3Eh,T
1.068227,0.15,K161D,1.355503,1.338325,-1.431895,-0.438615,0.339842,0.533214,-0.452643,-0.462043,-0.456026,0.36,M-v,3Eh,T
1.628543,0.15,K161D,-0.413832,-1.357295,1.182417,-1.090223,0.307576,0.61998,-0.6907,-0.433461,-0.456026,0.36,M-v,3Eh,T
1.331905,0.15,K161D,-0.961197,-1.03045,-0.406021,-1.113331,0.094999,1.073552,-1.380804,-0.462043,-0.456026,0.41,M-v,3Eh,T
1.529664,0.15,K161D,1.235914,-1.394049,0.297118,-0.714171,0.218357,1.222411,-1.510282,-0.152404,-0.456026,0.49,M-v,3Eh,T
0.013514,0.15,K161D,-1.628193,1.526396,-1.203406,-0.813214,0.371392,0.378079,0.18868,-0.261969,-0.456026,0.35,M-v,38h,T
1.364865,0.15,K161D,-1.235226,-0.209958,0.383381,-0.656361,0.282231,0.584785,-0.601247,-0.423934,-0.456026,0.44,M-v,3Eh,T
0.837508,0.15,K161D,0.363697,0.608925,0.373175,-0.329141,0.09956,0.896717,-1.181752,-0.257205,-0.456026,0.4,M-v,3Eh,T
0.376071,0.15,K161D,-0.173889,-0.000314,0.436633,-0.82163,0.504733,0.27328,0.945098,-0.357242,-0.456026,0.37,M-v,38h,T
0.013514,0.15,K161D,-0.956705,1.428475,-1.333102,-0.135441,0.546703,0.224497,1.489585,-0.342951,-0.456026,0.52,M-v,38h,T
0.837508,0.15,K161D,1.654867,0.533166,0.498426,-0.690787,0.566149,0.383299,0.16019,-0.32866,-0.456026,0.47,M-v,3Eh,T
-0.97528,0.15,K161D,-0.97681,-0.151377,-0.459027,-0.320279,0.704174,0.403764,0.054455,0.066725,0.267825,0.43,M-v,3Eh,T
-0.94232,0.15,K161D,-0.022913,-0.908249,-1.18549,-0.428735,0.568549,0.301031,0.702368,-0.233387,-0.456026,0.33,M-v,3Eh,T
-0.250165,0.15,K161D,-0.124369,-0.76407,-1.416253,0.273493,0.781174,0.282211,0.862643,-0.409643,-0.456026,0.35,M-v,3Eh,T
-1.07416,0.15,K161D,-1.071622,1.715848,-1.573797,0.239381,0.542343,0.221382,1.53106,-0.09524,-0.094101,0.51,M-v,3Eh,T
1.068227,0.15,K161D,1.585697,1.442888,0.451363,0.013931,0.317258,1.388179,-1.62667,-0.23815,-0.456026,0.46,M-v,3Eh,T
-0.184245,0.15,K161D,1.637234,1.560472,-1.283542,0.811095,0.599855,0.181807,2.158676,-0.342951,-0.456026,0.37,M-v,38h,T
1.793342,0.15,K161D,-1.339475,0.407827,0.435609,-0.746814,0.680758,0.211313,1.672055,-0.381061,-0.456026,0.51,M-v,3Eh,T
0.50791,0.15,K161D,1.69862,0.911398,-0.494212,-1.014045,0.419172,0.376854,0.195459,-0.23815,-0.456026,0.45,M-v,38h,T
1.200066,0.15,K161D,1.414186,0.4168,0.450501,-0.191679,0.30589,0.563563,-0.542842,-0.347715,-0.456026,0.36,M-v,3Eh,T
-0.678642,0.15,K161D,-0.312716,-1.010193,0.621391,-0.749942,0.67941,0.256616,1.111614,0.304908,-0.094101,0.38,M-v,3Eh,T
1.727423,0.15,K161D,0.143362,-0.503515,0.4317,-0.830378,0.618427,0.284604,0.841288,-0.295314,-0.456026,0.38,M-v,3Eh,T
-1.0412,0.15,K161D,1.247248,0.640961,0.65831,3.687079,0.635561,0.361906,0.28127,-0.195277,-0.456026,0.44,M-v,3Eh,T
-0.843441,0.15,K161D,0.652043,0.921501,-1.031218,1.082809,0.66071,0.494611,-0.324739,-0.190514,0.991676,0.39,M-v,3Eh,T
0.046473,0.15,K161D,-0.361864,0.392098,-1.324084,1.754873,0.609754,0.795398,-1.035265,-0.342951,-0.456026,0.36,M-v,3Eh,T
0.60679,0.15,K161D,-0.791518,-0.242005,0.456379,0.355957,0.57507,0.23539,1.35179,-0.376297,-0.456026,0.32,M-v,38h,T
-0.349044,0.15,K161D,-0.470533,-0.907962,-1.421015,-0.457512,0.379301,0.462504,-0.204966,0.104834,-0.094101,0.37,M-v,3Eh,T
2.08998,0.15,K161D,0.036531,0.277882,-1.279788,-1.105359,0.150165,1.159755,-1.459165,-0.209568,-0.456026,0.64,M-v,3Eh,T
0.870468,0.15,K161D,0.466692,-0.652786,0.345656,-0.667747,0.632877,0.299211,0.717131,-0.342951,-0.456026,0.3,M-v,3Eh,T
-0.876401,0.15,K161D,-1.572904,1.370764,-0.95276,1.566813,0.626507,0.191815,1.979672,0.085779,-0.094101,0.44,M-v,38h,T
0.804548,0.15,K161D,-1.252659,-0.421599,0.550361,-0.731341,0.260514,0.582306,-0.594607,-0.304842,-0.456026,0.31,M-v,3Eh,T
0.936388,0.15,K161D,1.501031,-1.21706,-1.578383,-0.915119,0.267597,0.562767,-0.540581,-0.442988,-0.456026,0.32,M-v,3Eh,T
-0.744562,0.15,K161D,0.151807,-0.442275,-1.555142,-0.981697,0.700534,0.305181,0.669251,0.009561,-0.094101,0.47,M-v,3Eh,T
0.50791,0.15,K161D,0.824052,-0.569382,0.319835,0.172791,0.362801,0.500591,-0.345628,-0.438225,-0.456026,0.27,M-v,3Eh,T
1.134146,0.15,K161D,0.360793,-0.509058,-1.280386,-0.7004,0.331237,1.110878,-1.415978,-0.057131,-0.456026,0.44,M-v,3Eh,T
-0.810481,0.15,K161D,1.663951,-1.694293,1.129554,-0.361825,0.439952,0.54179,-0.478985,-0.085713,-0.094101,0.48,M-v,3Eh,T
1.134146,0.15,K161D,-1.275663,0.866606,-1.500506,-0.820398,0.753701,0.390421,0.122345,-0.41917,-0.456026,0.23,M-v,3Eh,T
0.57383,0.15,K161D,0.309275,-0.441124,0.393647,0.145692,0.119247,0.657764,-0.777768,-0.442988,-0.456026,0.43,M-v,38h,T
1.628543,0.15,K161D,-1.143926,-1.674498,-1.268979,-0.150371,0.411719,0.410269,0.022692,-0.438225,-0.456026,0.63,M-v,3Eh,T
0.112393,0.15,K161D,-0.534257,1.39006,-1.189651,-0.409892,0.510865,0.249031,1.193508,-0.323896,-0.456026,0.36,M-v,38h,T
-0.283125,0.15,K161D,-0.18974,-0.450232,-1.317286,1.787157,0.407127,0.69857,-0.862896,-0.36677,-0.456026,0.42,M-v,3Eh,T
1.002307,0.15,K161D,-1.413847,0.567575,-1.313018,0.218845,0.414844,0.923252,-1.215646,-0.428697,-0.456026,0.2,M-v,3Eh,T
1.298945,0.15,K161D,0.876268,1.255624,-1.297047,0.091486,0.349836,0.508867,-0.373856,-0.442988,-0.456026,0.44,M-v,3Eh,T
0.57383,0.15,K161D,-0.068129,1.325369,-1.368962,-0.277318,0.188726,0.640931,-0.740035,-0.409643,-0.456026,0.27,M-v,3Eh,T
0.50791,0.15,K161D,1.093493,-0.794899,-1.451756,-0.685621,0.601811,0.355615,0.319175,-0.400115,-0.456026,0.49,M-v,3Eh,T
1.826302,0.15,K161D,1.597374,0.162885,-1.385489,-1.113382,0.198371,1.23369,-1.519023,-0.376297,-0.456026,0.48,M-v,3Eh,T
0.771589,0.15,K161D,-1.200317,0.314218,0.493039,0.538479,0.268876,0.606182,-0.656662,-0.342951,-0.456026,0.27,M-v,3Eh,T
0.903428,0.15,K161D,1.693273,-0.817946,0.598025,-0.897759,0.359366,0.549545,-0.502211,-0.452516,-0.456026,0.14,M-v,3Eh,T
0.343111,0.15,K161D,0.406555,0.622553,0.595609,-0.188968,0.361371,0.518283,-0.405057,-0.442988,-0.456026,0.32,M-v,3Eh,T
0.903428,0.15,K161D,-0.188771,1.086911,-1.225814,-0.691421,0.62227,0.264847,1.027183,-0.376297,-0.456026,0.37,M-v,3Eh,T
-0.94232,0.15,K161D,-0.505514,0.328729,0.089398,-0.404114,0.590609,0.257329,1.104117,-0.076185,0.62975,0.41,M-v,3Eh,T
0.409031,0.15,K161D,1.63674,-1.030978,-0.640044,-0.916417,0.270852,0.81531,-1.06644,-0.204805,-0.094101,0.47,M-v,3Eh,T
-0.019446,0.15,K161D,1.016687,1.111054,-1.416253,-0.618751,0.543168,0.326057,0.51341,-0.028549,-0.094101,0.46,M-v,3Eh,T
-0.810481,0.15,K161D,0.524848,-0.79792,-1.135451,-0.518884,0.361651,0.349454,0.357395,-0.195277,0.267825,0.34,M-v,38h,T
-0.513843,0.15,K161D,-0.710891,-0.779521,1.749492,-0.062137,0.531724,0.445524,-0.135854,-0.247678,0.62975,0.62,M-v,3Eh,T
-0.283125,0.15,K161D,0.307344,1.618283,0.439169,2.506052,0.222599,0.768881,-0.99167,-0.342951,-0.456026,0.44,M-v,3Eh,T
0.63975,0.15,K161D,-1.492442,-0.640004,0.463511,0.618013,0.360937,0.562798,-0.54067,-0.423934,-0.456026,0.3,M-v,3Eh,T
-0.579763,0.15,K161D,-1.239915,0.846797,-0.28721,-0.240941,0.552223,0.214571,1.62523,-0.195277,-0.456026,0.45,M-v,38h,T
-0.645682,0.15,K161D,1.18532,-0.503111,-0.049341,-0.635022,0.442366,0.322692,0.537394,-0.209568,-0.094101,0.3,M-v,38h,T
2.024061,0.15,K161D,0.19103,1.211269,-1.274575,-0.851161,0.465496,0.473275,-0.246654,-0.271496,-0.456026,0.47,M-v,3Eh,T
1.298945,0.15,K161D,-0.916118,1.584351,-1.22701,-0.273491,0.271216,0.60886,-0.663369,-0.27626,-0.456026,0.38,M-v,3Eh,T
-0.217205,0.15,K161D,-0.676114,-1.113915,0.741801,-0.928327,0.61176,0.424111,-0.042172,0.171526,-0.456026,0.43,M-v,3Eh,T
0.870468,0.15,K161D,0.834866,1.677262,-1.230486,0.264966,0.252741,0.520069,-0.410871,-0.438225,-0.456026,0.15,M-v,38h,T
1.134146,0.15,K161D,0.358957,1.145528,-1.254591,-0.738263,0.153808,0.84917,-1.116638,-0.176223,-0.456026,0.27,M-v,3Eh,T
0.376071,0.15,K161D,-0.649246,1.093451,-1.000479,-0.837519,0.598162,0.241573,1.278199,-0.423934,-0.456026,0.94,M-v,3Eh,T
-0.414964,0.15,K161D,0.103414,1.504544,0.233179,0.261931,0.067223,0.733543,-0.92952,-0.061894,-0.094101,0.37,M-v,38h,T
0.277192,0.15,K161D,0.381867,-1.368653,0.260867,-0.625787,0.137009,0.789519,-1.02581,-0.285787,-0.094101,0.4,M-v,3Eh,T
-0.217205,0.15,K161D,0.26654,1.237819,0.496269,0.53931,0.181502,1.119869,-1.424158,-0.228623,-0.456026,0.52,M-v,3Eh,T
-1.271918,0.15,K161D,0.815102,0.352651,0.938171,0.448561,0.442213,0.347685,0.368576,0.419237,1.353601,0.37,M-v,38h,T
-0.085366,0.15,K161D,0.79836,-0.186365,-1.102154,-0.747672,0.28391,0.797477,-1.03858,-0.252441,-0.094101,0.33,M-v,3Eh,T
0.672709,0.15,K161D,1.610795,1.523309,0.851013,-0.900643,0.185578,1.047887,-1.355414,-0.404879,-0.456026,0.61,M-v,3Eh,T
-0.085366,0.15,K161D,0.706016,1.024788,-1.133699,-0.40648,0.672005,0.317577,0.574651,-0.138113,-0.456026,0.47,M-v,3Eh,T
-0.480883,0.15,K161D,1.063379,0.180436,1.07758,-0.820549,0.502617,0.355614,0.31918,0.100071,-0.456026,0.48,M-v,3Eh,T
1.298945,0.15,K161D,-1.146145,0.558665,-1.028106,-0.744468,0.372835,1.141536,-1.443428,-0.357242,-0.456026,0.51,M-v,3Eh,T
-0.744562,0.15,K161D,1.314474,0.20238,-0.736947,1.473404,0.533874,2.028619,-1.920628,-0.333424,-0.094101,0.39,M-v,3Eh,T
-1.140079,0.15,K161D,-1.013781,-0.579256,-0.756465,-0.347725,0.850038,0.246955,1.216656,-0.128586,0.62975,0.36,M-v,3Eh,T
-1.337838,0.15,K161D,0.570772,0.143404,-0.529038,0.27681,0.852601,0.299414,0.715481,-0.228623,-0.094101,0.36,M-v,3Eh,T
0.277192,0.15,K161D,-1.06285,1.525286,-0.955255,0.051441,0.269942,0.607549,-0.660093,-0.100004,-0.456026,0.36,M-v,3Eh,T
1.035267,0.15,K161D,0.750235,0.898649,-0.992157,-0.115759,0.155799,0.872291,-1.149041,-0.400115,-0.456026,0.39,M-v,3Eh,T
-0.711602,0.15,K161D,0.149712,-0.900384,0.804441,1.056651,0.313947,0.463229,-0.207825,-0.190514,0.267825,0.33,M-v,38h,T
0.343111,0.15,K161D,0.846409,-0.21159,0.769842,0.272084,0.245248,0.523017,-0.420389,-0.404879,-0.456026,0.39,M-v,38h,T
0.57383,0.15,K161D,1.538739,-0.90408,0.892514,-0.945881,0.617019,0.364849,0.263914,-0.333424,-0.456026,0.37,M-v,3Eh,T
-0.250165,0.15,K161D,0.379582,-0.228869,-0.754666,-0.41076,0.41659,1.563842,-1.727123,0.242981,0.267825,0.42,M-v,3Eh,T
0.936388,0.15,K161D,0.361879,-1.233406,-0.982507,-0.838551,0.582561,0.31468,0.596206,-0.219096,-0.456026,0.49,M-v,3Eh,T
-0.118326,0.15,K161D,-0.573769,1.003009,0.875591,-0.660836,0.439056,0.676022,-0.816915,-0.13335,-0.094101,0.37,M-v,3Eh,T
1.529664,0.15,K161D,-1.453256,-0.260037,0.82028,-0.881087,0.470906,0.396129,0.092832,-0.333424,-0.456026,0.51,M-v,3Eh,T
0.705669,0.15,K161D,-1.228105,0.662229,0.750487,-0.299592,0.51585,0.423101,-0.037558,-0.333424,-0.456026,0.49,M-v,3Eh,T
-0.414964,0.15,K161D,-1.247441,0.535481,1.267674,-0.884534,0.528256,0.428311,-0.061161,0.033379,0.267825,0.6,M-v,3Eh,T
-0.480883,0.15,K161D,0.666629,0.827904,-0.854417,1.961932,0.368744,0.684303,-0.834095,-0.180986,-0.094101,0.4,M-v,3Eh,T
-0.283125,0.15,K161D,-1.470115,0.302413,0.886794,-0.126132,0.39179,0.404821,0.049232,-0.347715,-0.456026,0.53,M-v,38h,T
0.63975,0.15,K161D,-0.343697,-0.257916,0.773446,0.034279,0.129122,0.644241,-0.747584,-0.438225,-0.456026,0.57,M-v,38h,T
0.870468,0.15,K161D,0.083233,0.118512,0.803499,-0.431281,0.529919,0.294878,0.752892,-0.295314,-0.456026,0.56,M-v,3Eh,T
0.936388,0.15,K161D,-0.355757,1.561524,-0.824268,-0.968623,0.373344,0.460644,-0.197604,-0.395352,-0.456026,0.42,M-v,3Eh,T
-0.085366,0.15,K161D,1.322027,-0.71116,-0.949069,4.048822,0.301497,0.791458,-1.028941,-0.171459,-0.094101,0.5,M-v,3Eh,T
-0.97528,0.15,K161D,0.128716,0.289852,-1.030995,2.719075,0.611085,0.823293,-1.078584,-0.36677,-0.456026,0.32,M-v,3Eh,T
1.331905,0.15,K161D,1.3362,-1.529773,-0.711763,-0.965375,0.502107,0.371782,0.22393,-0.447752,-0.456026,0.38,M-v,3Eh,T
1.628543,0.15,K161D,0.913858,0.619976,0.914247,-0.910493,0.277724,0.752751,-0.963905,-0.447752,-0.456026,0.33,M-v,3Eh,T
-0.250165,0.15,K161D,0.873763,0.152147,0.262236,0.134557,0.343294,0.523714,-0.422628,-0.32866,-0.456026,0.49,M-v,3Eh,T
0.343111,0.15,K161D,0.248736,-0.735965,0.047028,-1.049175,0.450292,1.202396,-1.494437,-0.338188,-0.094101,0.37,M-v,3Eh,T
1.068227,0.15,K161D,1.130574,0.512097,-1.000092,-1.064488,0.517225,1.277047,-1.551419,-0.447752,-0.456026,0.42,M-v,3Eh,T
-0.085366,0.15,K161D,-0.183728,1.470982,1.026908,-0.752781,0.283361,1.148485,-1.449479,-0.376297,-0.456026,0.39,M-v,3Eh,T
-0.810481,0.15,K161D,-0.544254,-1.181535,-0.598521,-0.152275,0.58228,0.264866,1.026991,-0.32866,-0.456026,0.46,M-v,3Eh,T
-0.480883,0.15,K161D,-1.332861,-0.838321,1.370333,-0.829699,0.494376,0.400763,0.069395,0.571674,-0.094101,0.43,M-v,3Eh,T
1.463744,0.15,K161D,0.669222,-1.361785,-0.760366,-1.106878,0.541105,0.335012,0.451554,-0.338188,-0.456026,0.57,M-v,3Eh,T
-0.711602,0.15,K161D,-0.070943,0.858083,0.979787,-0.078479,0.641691,0.299607,0.713909,0.090543,-0.094101,0.44,M-v,3Eh,T
0.804548,0.15,K161D,-0.304479,0.216279,-0.758768,0.966163,0.43962,1.570823,-1.730725,-0.395352,-0.456026,0.37,M-v,3Eh,T
0.57383,0.15,K161D,-1.542739,1.050032,0.992137,0.35592,0.199462,1.032689,-1.339884,-0.27626,-0.456026,0.4,M-v,3Eh,T
0.112393,0.15,K161D,-0.294912,1.380927,-0.714335,-0.067863,0.60641,0.270713,0.969633,0.057197,-0.456026,0.33,M-v,3Eh,T
0.705669,0.15,K161D,-1.332844,0.182918,1.067756,-0.367848,0.449292,0.415094,-0.000327,-0.32866,-0.456026,0.31,M-v,3Eh,T
0.046473,0.15,K161D,-1.078524,0.321319,1.151025,-0.457785,0.34528,0.435932,-0.094839,-0.300078,-0.456026,0.5,M-v,38h,T
-0.546803,0.15,K161D,-0.795743,0.321174,-0.438722,-0.345043,0.150067,0.770197,-0.993893,0.876549,-0.094101,0.4,M-v,3Eh,T
-0.612722,0.15,K161D,-0.298251,-1.280453,1.310291,0.986136,0.404412,0.624869,-0.702457,-0.152404,-0.094101,0.36,M-v,3Eh,T
0.178312,0.15,K161D,0.383183,0.023477,1.040114,-0.877236,0.444639,0.314009,0.601247,-0.23815,-0.456026,0.33,M-v,38h,T
-0.184245,0.15,K161D,-0.298841,-0.556999,0.693556,-0.994511,0.699386,0.263201,1.043712,-0.400115,-0.456026,0.4,M-v,3Eh,T
1.727423,0.15,K161D,-1.291367,-1.408009,-0.474618,-0.542938,0.27665,0.627686,-0.709165,-0.428697,-0.456026,0.32,M-v,3Eh,T
1.364865,0.15,K161D,-0.813984,-1.380049,-0.455799,-0.850618,0.61789,0.252351,1.157164,-0.347715,-0.456026,0.39,M-v,3Eh,T
-1.436717,0.15,K161D,0.018991,-0.966427,1.459502,-0.053564,0.372512,0.49498,-0.326041,-0.281023,0.62975,0.41,M-v,3Eh,T
0.672709,0.15,K161D,-0.842339,1.121343,-0.469358,1.327,0.273868,0.622951,-0.697862,-0.41917,-0.456026,0.35,M-v,3Eh,T
-0.283125,0.15,K161D,0.096153,0.359665,-0.386858,-0.168692,0.786952,0.481611,-0.277849,-0.32866,-0.456026,0.43,M-v,3Eh,T
0.771589,0.15,K161D,0.856438,0.324118,1.352458,-0.607679,0.503629,0.352858,0.336144,-0.304842,-0.456026,0.53,M-v,3Eh,T
1.002307,0.15,K161D,-0.004559,-1.122927,1.311436,-0.626749,0.721176,0.478449,-0.266124,-0.414406,-0.456026,0.71,M-v,3Eh,T
-1.304878,0.15,K161D,-1.474044,1.604714,-0.901241,-0.296521,0.638526,0.206947,1.736726,0.109598,0.267825,0.37,M-v,3Eh,T
1.628543,0.15,K161D,0.081431,-0.385378,1.254661,-0.976228,0.416459,0.489226,-0.30557,-0.414406,-0.456026,0.3,M-v,3Eh,T
-0.118326,0.15,K161D,-0.130465,1.21957,-0.645912,-0.999556,0.302959,0.669124,-0.802333,0.262035,0.62975,0.39,M-v,3Eh,T
-0.579763,0.15,K161D,0.35128,1.199797,-0.360775,0.927101,0.430327,0.30467,0.673285,-0.266732,-0.456026,0.43,M-v,38h,T
-1.00824,0.15,K161D,-1.036272,1.472109,-0.744999,-0.718316,0.579172,0.233727,1.372129,-0.381061,-0.456026,0.37,M-v,3Eh,T
-1.370798,0.15,K161D,1.429182,1.176859,1.334854,0.128743,0.729374,0.201775,1.816348,0.133416,0.267825,0.35,M-v,3Eh,T
-0.414964,0.15,K161D,0.005274,0.562193,-0.360188,-0.825839,0.782295,0.288878,0.803883,-0.161932,-0.456026,0.47,M-v,3Eh,T
-0.118326,0.15,K161D,1.450617,0.693801,1.211725,0.060804,0.706074,0.187345,2.057643,-0.281023,-0.456026,0.55,M-v,3Eh,T
-1.271918,0.15,K161D,-1.365468,1.164451,1.435403,-0.430572,0.711215,0.231354,1.401578,0.22869,0.267825,0.33,M-v,3Eh,T
-0.217205,0.15,K161D,-0.306275,1.008599,1.259196,0.4343,0.390074,0.506652,-0.366378,-0.109531,-0.094101,0.39,M-v,3Eh,T
1.595583,0.15,K161D,-0.834919,-0.252558,-0.3658,-0.878591,0.020952,0.932265,-1.226793,-0.414406,-0.456026,0.39,M-v,3Eh,T
-0.250165,0.15,K161D,1.520429,-1.143358,1.256281,-0.676476,0.804308,0.370533,0.231044,-0.300078,-0.456026,0.31,M-v,3Eh,T
-0.97528,0.15,K161D,1.512676,-0.59048,-1.348365,0.44376,0.610257,0.594004,-0.625532,-0.295314,-0.094101,0.35,M-v,3Eh,T
1.068227,0.15,K161D,0.781395,-0.424238,1.369197,-0.361253,0.314053,0.53042,-0.44391,-0.433461,-0.456026,0.31,M-v,3Eh,T
0.870468,0.15,K161D,-0.239064,1.665786,-0.516504,-0.891054,0.294749,0.477309,-0.261865,-0.476334,-0.456026,0.05,M-v,38h,T
1.068227,0.15,K161D,1.563939,-0.93767,1.355839,-0.162242,0.477483,0.565192,-0.547454,-0.476334,-0.456026,0.14,M-v,3Eh,T
-0.579763,0.15,K161D,1.456773,1.074472,0.121854,0.635685,0.621825,0.183942,2.119129,-0.376297,-0.456026,0.44,M-v,38h,T
-0.316084,0.15,K161D,1.460763,0.382957,1.649268,-0.729173,0.464345,0.397972,0.083457,0.671711,-0.094101,0.44,M-v,3Eh,T
-0.382004,0.15,K161D,-0.440397,1.186125,-1.303645,-0.827634,0.944648,0.260655,1.069622,-0.47157,-0.456026,0.06,M-v,3Eh,T
1.233026,0.15,K161D,0.612812,0.943429,-0.540055,-0.840652,0.391901,0.703332,-0.872292,-0.47157,-0.456026,0.07,M-v,3Eh,T
1.496704,0.15,K161D,0.69165,0.431997,1.349378,-0.723652,0.538897,0.344548,0.388646,-0.481098,-0.456026,0.09,M-v,3Eh,T
-0.810481,0.15,K161D,-1.255507,1.707778,1.324871,2.381454,0.521351,0.522588,-0.41901,-0.476334,-0.456026,0.1,M-v,3Eh,T
0.771589,0.15,K161D,1.636375,0.370937,1.370071,-0.794261,0.641631,0.197878,1.878609,-0.423934,-0.456026,0.52,M-v,3Eh,T
0.112393,0.15,K161D,1.171925,0.596027,1.363597,1.221498,0.117952,0.593475,-0.624154,-0.428697,-0.094101,0.23,M-v,38h,T
1.068227,0.15,K161D,1.689386,1.364593,-0.131433,-1.027489,0.409665,0.393052,0.108651,-0.462043,-0.456026,0.09,M-v,3Eh,T
