Des'n	H	G	Epoch	M	Peri.	Node	Incl.	e	n	a	#Obs	#Opp	rms	Per	ts
d	c	c	d	c	c	c	c	c	c	c	c	c	c	d	d
K12Y01	O 21.3	0.15	K161D	101.5161	312.62052	85.8965	17.45489	0.4902782	0.39967512	1.8252876	87	1	0.37	M-v	3Eh
K12Y01	Q 21.0	0.15	K161D	12.18918	42.09184	120.17287	5.15459	0.5645574	0.34952565	1.9959516	86	2	0.38	M-v	3Eh
K12Y03	O 21.1	0.15	K161D	301.09828	351.38837	30.99082	3.61474	0.6749587	0.25929815	2.4355839	105	1	0.32	M-v	3Eh
K12Y06	Y 21.4	0.15	K161D	250.41023	317.74113	22.64194	4.03012	0.6814985	0.52306479	1.5255709	63	1	0.35	M-v	3Eh
K13A20	N 21.8	0.15	K161D	253.03038	355.77363	105.38207	23.06527	0.3047115	0.55615395	1.4644438	77	1	0.32	M-v	3Eh
K13A27	S 21.4	0.15	K161D	296.45015	253.44669	105.24327	33.58947	0.2285132	0.8487939	1.1047598	186	2	0.44	M-v	3Eh
K13A52	X 20.1	0.15	K161D	287.31464	356.6181	289.13362	32.60048	0.1219255	0.75160735	1.1980512	113	2	0.35	M-v	3Eh
K13A60	N 21.9	0.15	K161D	81.71844	125.36383	248.78298	6.93067	0.5818575	0.37785328	1.8949042	45	1	0.27	M-v	3Eh
K13B18	C 19.0	0.15	K161D	221.43952	262.20936	286.25614	24.81407	0.7705452	0.2157347	2.7533159	114	1	0.3	M-v	3Eh
K13B18	D 21.3	0.15	K161D	288.9597	250.885	285.85771	17.3663	0.6622709	0.27659882	2.3329343	34	1	0.27	M-v	3Eh
K13B18	K 19.5	0.15	K161D	137.393	64.59683	137.76772	28.89581	0.4944294	0.47515487	1.6264695	170	4	0.27	M-v	3Eh
K13B19	E 19.8	0.15	K161D	40.08813	311.96003	309.28714	31.0057	0.2973843	1.13277933	0.9113933	231	2	0.35	M-v	3Eh
K13B76	O 20.4	0.15	K161D	57.06187	4.42878	242.64891	1.93866	0.5196814	0.44344945	1.7030993	277	3	0.35	M-v	3Eh
K13B76	W 18.4	0.15	K161D	2.30161	0.50405	58.26888	40.33327	0.5329771	0.33371518	2.0585057	65	4	0.42	M-v	3Eh
K13C32	W 21.9	0.15	K161D	253.10765	228.8531	132.12157	26.05437	0.3785541	1.14564933	0.9045549	46	2	0.43	M-v	3Eh
K13C83	U 21.4	0.15	K161D	169.10367	18.53918	303.4429	10.35112	0.182144	0.67765762	1.2836969	51	2	0.28	M-v	3Eh
K13E20	M 19.8	0.15	K161D	353.79012	350.03847	73.96995	8.35811	0.3180733	0.61343215	1.3718028	92	5	0.4	M-v	3Eh
K13E27	W 17.9	0.15	K161D	263.34437	205.67635	302.21526	24.18918	0.5947684	0.25580021	2.4577372	144	2	0.32	M-v	3Eh
K13E28	D 21.5	0.15	K161D	198.9602	258.34913	153.1084	4.88403	0.666454	0.51109282	1.5493024	65	3	0.31	M-v	3Eh
K13E89	R 20.2	0.15	K161D	60.19795	283.62302	0.9904	26.98215	0.5357553	0.44663885	1.6949819	106	3	0.43	M-v	3Eh
K13EA8	V 20.7	0.15	K161D	257.75136	215.20135	33.38576	8.41945	0.6340854	0.26558554	2.3969912	273	2	0.37	M-v	3Eh
K13EC6	O 19.9	0.15	K161D	270.51369	148.44991	153.51866	2.97721	0.7821232	0.28297492	2.2977569	279	2	0.32	M-v	3Eh
K13F07	X 21.5	0.15	K161D	317.93174	28.80449	211.57395	5.21861	0.3096665	0.69228813	1.2655466	84	2	0.29	M-v	3Eh
K13F08	A 21.0	0.15	K161D	40.71573	280.28722	166.03776	3.10904	0.6738328	0.36796929	1.9286866	131	1	0.34	M-v	3Eh
K13F13	W 21.7	0.15	K161D	191.56808	272.2904	175.85638	23.41196	0.3618369	0.83126162	1.1202395	67	1	0.42	M-v	3Eh
K13G07	Y 20.3	0.15	K161D	247.00507	128.56202	189.9216	29.57677	0.2305043	0.70822643	1.2464876	98	2	0.34	M-v	3Eh
K13G38	R 21.8	0.15	K161D	26.16751	68.36247	218.69278	4.58779	0.5561668	0.41151227	1.7901147	145	1	0.48	M-v	3Eh
K13G66	S 21.0	0.15	K161D	8.49738	272.85482	204.71864	2.43773	0.5827318	0.34534303	2.0120352	87	2	0.42	M-v	3Eh
K13G69	F 19.5	0.15	K161D	293.26189	153.16523	174.91876	10.00936	0.4980106	0.35736989	1.9666364	67	4	0.32	M-v	3Eh
K13G69	G 18.7	0.15	K161D	183.75966	144.57312	183.3695	9.21372	0.6731846	0.22427465	2.6829707	82	2	0.35	M-v	3Eh
K13G73	Z 19.1	0.15	K161D	310.66811	340.21262	116.82776	7.33285	0.6164357	0.26971589	2.372457	61	4	0.35	M-v	3Eh
K13G80	A 21.5	0.15	K161D	89.05124	133.24762	29.13047	32.2281	0.1540427	0.77418171	1.1746472	184	1	0.54	M-v	3Eh
K13G84	H 20.7	0.15	K161D	134.85019	186.39818	53.37798	14.90057	0.3712793	0.50366963	1.5644879	55	3	0.32	M-v	3Eh
K13H15	T 21.8	0.15	K161D	53.7218	315.60359	23.62465	2.92318	0.422814	0.8543044	1.1000041	69	4	0.34	M-v	3Eh
K13J07	M 20.6	0.15	K161D	200.07515	154.77139	242.51182	4.9581	0.2739775	0.73941785	1.2111821	43	2	0.32	M-v	3Eh
K13J07	N 20.9	0.15	K161D	111.72367	167.41218	297.5903	2.25652	0.6404705	0.43716393	1.7193851	35	1	0.38	M-v	3Eh
K13J14	M 21.5	0.15	K161D	34.61118	44.32045	109.55524	8.11024	0.5108557	0.37824597	1.8935924	60	1	0.28	M-v	3Eh
K13J22	L 21.1	0.15	K161D	71.13036	68.99547	38.05252	3.06439	0.5942666	0.76217849	1.1869477	78	1	0.37	M-v	3Eh
K13J28	R 21.6	0.15	K161D	268.80415	230.45205	103.6156	6.55402	0.6548816	0.30112828	2.2044573	286	1	0.44	M-v	3Eh
K13K01	Z 21.5	0.15	K161D	86.32137	104.66471	236.08307	29.18851	0.5068362	0.5046335	1.5624951	87	3	0.41	M-v	3Eh
K13K06	N 18.5	0.15	K161D	205.84775	232.35151	229.6121	23.59614	0.8505573	0.55537841	1.4658068	334	3	0.37	M-v	3Eh
K13L07	F 22.0	0.15	K161D	230.65617	185.99688	128.07467	5.38716	0.5896879	0.25913584	2.4366008	64	1	0.32	M-v	3Eh
K13L16	E 18.5	0.15	K161D	218.06761	198.12551	81.82122	32.82975	0.6073191	0.2399556	2.5647722	140	1	0.42	M-v	3Eh
K13L16	G 19.2	0.15	K161D	268.53685	209.4637	232.83725	11.15053	0.4078915	0.48696646	1.6000615	59	2	0.36	M-v	3Eh
K13L31	M 20.2	0.15	K161D	248.71108	251.12865	103.18693	1.74955	0.654741	0.28879673	2.2667722	119	2	0.42	M-v	3Eh
K13L31	N 20.0	0.15	K161D	256.00487	278.58476	101.02099	23.19295	0.8027422	0.29099341	2.25535	181	2	0.36	M-v	3Eh
K13N00	J 21.9	0.15	K161D	190.65323	140.26315	238.63201	3.93933	0.2837558	0.67556969	1.2863405	214	1	0.34	M-v	3Eh
K13N00	V 20.2	0.15	K161D	320.94007	227.79644	275.62686	29.29166	0.5110822	1.0503544	0.9584706	174	3	0.31	M-v	3Eh
K13N10	J 18.2	0.15	K161D	244.13462	25.08444	90.76532	7.03949	0.4572937	0.48100205	1.6132615	38	2	0.14	M-v	3Eh
K13N19	F 21.6	0.15	K161D	83.74838	262.86753	283.48185	27.33756	0.6955682	0.45669439	1.6700095	31	1	0.33	M-v	3Eh
K13N24	D 21.2	0.15	K161D	287.68821	95.75944	296.43776	3.62804	0.7438314	0.33671201	2.0462733	15	1	0.09	M-v	3Eh
K13O04	D 21.0	0.15	K161D	315.84307	299.11147	127.62327	12.21674	0.7775277	0.37848494	1.8927953	113	1	0.37	M-v	3Eh
K13P06	X 18.4	0.15	K161D	190.77033	229.55097	187.57502	13.69583	0.6531088	0.23628254	2.5912837	385	2	0.33	M-v	3Eh
K13Q01	R 21.6	0.15	K161D	297.64901	279.35093	151.63089	45.62643	0.7367481	0.36194437	1.9500309	356	1	0.5	M-v	3Eh
K13Q01	U 21.2	0.15	K161D	42.13699	55.18991	149.15968	35.23528	0.249405	0.76513496	1.1838882	45	1	0.25	M-v	3Eh
K13Q10	J 19.5	0.15	K161D	274.78708	243.79203	327.49351	18.14833	0.4252331	1.04862136	0.9595264	509	3	0.36	M-v	3Eh
K13Q11	C 21.6	0.15	K161D	136.94954	332.52963	250.61002	2.14391	0.6188122	0.53051122	1.5112617	99	2	0.32	M-v	3Eh
K13Q48	K 18.4	0.15	K161D	130.56551	46.95358	141.62213	19.02453	0.8294513	0.49340126	1.5861194	56	4	0.26	M-v	3Eh
K13R73	Z 20.9	0.15	K161D	203.451	262.31697	355.60457	25.12482	0.5338918	0.61563942	1.368522	83	2	0.4	M-v	3Eh
K13R74	H 20.9	0.15	K161D	224.40129	226.72895	201.09221	5.52015	0.5939202	0.28541573	2.2846383	372	1	0.48	M-v	3Eh
K13R74	J 19.1	0.15	K161D	149.91584	123.55629	349.241	22.34934	0.7260993	0.20988956	2.804199	99	2	0.39	M-v	3Eh
K13S24	W 20.9	0.15	K161D	198.4708	323.8913	347.20322	6.15263	0.6529557	0.22561554	2.6723297	235	1	0.37	M-v	3Eh
K13TD2	R 20.1	0.15	K161D	118.90849	330.03001	35.41525	31.95692	0.3615444	0.56418843	1.4505073	49	2	0.33	M-v	3Eh
K13TD5	E 19.9	0.15	K161D	239.87036	103.0208	182.35528	6.04956	0.7584771	0.27142007	2.3625159	112	1	0.33	M-v	3Eh
K13TD5	T 21.7	0.15	K161D	275.38924	327.19372	341.47685	6.4854	0.6010546	0.31351704	2.1459945	45	1	0.34	M-v	3Eh
K13TD5	V 19.5	0.15	K161D	219.61826	23.70675	333.42178	6.74999	0.5934159	0.26054112	2.4278314	983	1	0.3	M-v	3Eh
K13U00	X 22.0	0.15	K161D	27.75466	51.80655	259.49895	5.44721	0.5602985	0.44516622	1.6987178	52	1	0.24	M-v	3Eh
K13U03	S 21.0	0.15	K161D	123.3092	133.61565	39.64195	12.31412	0.1845457	0.74963267	1.2001542	111	1	0.3	M-v	3Eh
K13U08	P 16.5	0.15	K161D	258.71995	187.29826	55.19008	47.77425	0.6175031	0.24370016	2.5384318	88	3	0.29	M-v	3Eh
K13U09	H 18.6	0.15	K161D	186.25162	186.95736	222.15808	13.07507	0.5974294	0.23786126	2.5798052	492	3	0.33	M-v	3Eh
K13V05	O 21.3	0.15	K161D	218.39627	211.07881	74.01226	2.01785	0.690701	0.68082956	1.2797067	221	2	0.31	M-v	3Eh
K13V13	Y 21.2	0.15	K161D	4.04925	86.99169	261.3388	5.51834	0.5150322	0.43265084	1.7313213	115	1	0.34	M-v	3Eh
K13W43	R 21.8	0.15	K161D	153.01381	42.07659	280.25575	5.90436	0.3670952	0.58692784	1.4127964	39	2	0.25	M-v	3Eh
K13W44	T 19.3	0.15	K161D	199.77651	325.82228	182.74375	12.20699	0.5683267	0.29007506	2.2601076	507	1	0.35	M-v	3Eh
K13W45	T 20.2	0.15	K161D	328.88846	121.94134	33.12418	9.33949	0.4669464	0.47390646	1.6293247	113	3	0.29	M-v	3Eh
K13W67	R 22.0	0.15	K161D	200.18559	72.26059	265.99382	4.9479	0.7172362	0.24077091	2.5589789	39	1	0.27	M-v	3Eh
K13WA8	F 20.3	0.15	K161D	223.02254	309.00033	239.03412	23.4412	0.5743299	0.35012041	1.9936906	137	1	0.42	M-v	3Eh
K13X03	W 20.6	0.15	K161D	6.33385	284.23463	70.58533	4.62638	0.4808579	0.43061592	1.7367714	58	3	0.3	M-v	3Eh
K13X24	N 19.3	0.15	K161D	172.97012	172.65785	279.37353	14.01719	0.6289833	0.22577887	2.6710408	58	1	0.24	M-v	3Eh
K13Y00	C 21.3	0.15	K161D	198.67171	34.43674	262.42064	2.80696	0.9428965	0.24976388	2.4971787	64	1	0.25	M-v	3Eh
K13YD9	P 21.6	0.15	K161D	208.14665	83.36541	292.33888	0.81696	0.6833003	0.2640641	2.4061894	30	1	0.31	M-v	3Eh
K14A28	Y 21.8	0.15	K161D	18.27591	22.61175	169.61183	5.70861	0.2826	0.57919121	1.4253496	344	1	0.33	M-v	3Eh
K14A51	F 20.4	0.15	K161D	256.10993	330.09343	237.78428	2.7916	0.4295793	0.4128715	1.7861837	103	1	0.35	M-v	3Eh
K14B02	W 19.9	0.15	K161D	245.16643	26.45752	163.31643	16.54604	0.4776239	0.38074141	1.8853094	182	2	0.41	M-v	3Eh
K14B02	X 21.9	0.15	K161D	194.07187	99.85286	135.89091	2.2424	0.7601146	0.2999349	2.2103008	37	1	0.27	M-v	3Eh
K14C04	Y 21.1	0.15	K161D	173.92255	289.24336	126.80379	15.01602	0.8191962	0.22829386	2.6513877	29	1	0.39	M-v	3Eh
K14C13	D 21.3	0.15	K161D	192.67562	284.35492	332.43641	6.87728	0.7556975	0.30170683	2.2016382	76	1	0.33	M-v	3Eh
K14C13	M 22.0	0.15	K161D	293.5709	77.80458	335.88227	9.61558	0.6556928	0.38624535	1.8673564	69	1	0.33	M-v	3Eh
K14C13	U 21.9	0.15	K161D	196.21265	249.70808	356.24345	5.94756	0.674352	0.31219659	2.1520413	437	1	0.37	M-v	3Eh
K14D22	M 18.9	0.15	K161D	235.91541	112.70698	119.95735	42.1303	0.5591465	0.40795496	1.800506	86	3	0.3	M-v	3Eh
K14D22	S 21.8	0.15	K161D	236.97707	59.1551	18.60061	5.02558	0.5792024	0.31137107	2.1558434	21	1	0.32	M-v	3Eh
K14DB2	N 20.1	0.15	K161D	329.19644	145.67733	260.34739	4.29348	0.49365	0.3919657	1.8491437	79	2	0.2	M-v	3Eh
K14E12	Q 21.1	0.15	K161D	139.50043	92.28852	178.03478	11.01647	0.7439648	0.23026713	2.6362185	306	1	0.49	M-v	3Eh
K14E45	G 21.9	0.15	K161D	349.66459	296.20966	164.24844	25.50053	0.4981245	0.48320765	1.6083486	153	3	0.38	M-v	3Eh
K14E49	Q 21.8	0.15	K161D	242.05367	50.48347	11.53644	15.1783	0.2066835	0.8013705	1.1479258	21	1	0.63	M-v	3Eh
K14E49	R 18.6	0.15	K161D	117.44814	160.07179	100.28436	13.67338	0.6423316	0.20778592	2.8230938	307	2	0.4	M-v	3Eh
K14F47	O 20.3	0.15	K161D	110.01003	347.41894	358.66709	19.1958	0.2709104	1.51035597	0.7523441	37	2	0.31	M-v	3Eh
K14G17	G 20.2	0.15	K161D	124.40377	239.55473	195.31157	39.15667	0.3523121	0.61668596	1.3669732	84	1	0.27	M-v	3Eh
K14G35	E 20.1	0.15	K161D	279.53996	231.91868	223.54789	19.18614	0.5208152	0.37901025	1.8910459	49	1	0.21	M-v	3Eh
K14G48	Y 18.6	0.15	K161D	285.6548	212.7671	37.64623	39.62534	0.4180711	0.48261446	1.6096662	496	4	0.36	M-v	3Eh
K14HC4	E 21.7	0.15	K161D	244.14358	229.84756	204.29879	18.75333	0.8492094	0.35707166	1.9677313	25	1	0.28	M-v	3Eh
K14HC4	Q 18.9	0.15	K161D	248.44357	144.49158	257.56912	26.36937	0.2591556	1.25588428	0.8508173	281	1	0.31	M-v	3Eh
K14HC9	K 21.1	0.15	K161D	302.42189	44.99365	93.98591	6.6869	0.490486	0.44265656	1.7051324	83	2	0.35	M-v	3Eh
K14HH7	V 21.0	0.15	K161D	208.08162	127.58247	24.53319	4.58114	0.5524544	0.30822124	2.1705061	65	1	0.36	M-v	3Eh
K14HJ7	N 21.1	0.15	K161D	79.77065	153.23824	256.79864	4.62242	0.4333877	0.47166465	1.6344833	10	1	0.07	M-v	3Eh
K14J25	O 18.1	0.15	K161D	219.83399	49.53685	30.66977	25.24035	0.8854735	0.33176488	2.0665652	165	1	0.28	M-v	3Eh
K14J54	S 21.3	0.15	K161D	227.32943	206.47505	235.12657	3.33791	0.8913488	0.3325377	2.0633621	21	1	0.25	M-v	3Eh
K14J55	V 20.1	0.15	K161D	169.62514	106.40088	59.80455	41.43549	0.6926731	0.25601849	2.4563401	36	1	0.21	M-v	3Eh
K14J57	N 20.6	0.15	K161D	98.811	143.72447	68.29996	28.58479	0.1677526	0.71106464	1.2431685	35	2	0.36	M-v	3Eh
K14K04	M 21.3	0.15	K161D	139.36726	10.17683	143.88115	5.16465	0.6743415	0.2090502	2.8117001	34	1	0.26	M-v	3Eh
K14K04	P 19.3	0.15	K161D	182.59993	235.75638	249.22401	9.33228	0.8196722	0.27803214	2.3249095	161	1	0.3	M-v	3Eh
K14K40	S 21.9	0.15	K161D	165.561	4.65243	251.40646	2.92244	0.5376214	0.28371322	2.293769	414	2	0.25	M-v	3Eh
K14K45	Z 20.3	0.15	K161D	243.60371	231.42326	121.67331	13.76265	0.4066853	0.52121922	1.52917	81	2	0.26	M-v	3Eh
K14K46	E 20.9	0.15	K161D	157.68067	35.43628	263.75066	8.54703	0.5377699	0.29825916	2.218572	58	1	0.35	M-v	3Eh
K14K76	Q 21.6	0.15	K161D	352.61651	324.74772	128.07463	4.77253	0.4233087	0.97456894	1.007537	55	5	0.34	M-v	3Eh
K14K76	T 21.0	0.15	K161D	171.65261	298.29302	208.14049	4.42473	0.6998609	0.25120517	2.4876179	41	1	0.32	M-v	3Eh
K14K84	P 20.4	0.15	K161D	81.37602	29.43717	56.24884	22.35313	0.3513792	0.54256417	1.4887964	21	1	0.31	M-v	3Eh
K14K86	V 20.3	0.15	K161D	154.28458	37.24884	131.00734	25.57756	0.6402713	0.23034357	2.6356353	33	1	0.41	M-v	3Eh
K14K91	B 20.2	0.15	K161D	146.70624	126.8909	202.05279	4.92145	0.5780318	0.27711562	2.3300328	89	2	0.35	M-v	3Eh
K14L21	J 16.0	0.15	K161D	129.00066	302.67364	126.78172	24.20768	0.8953231	0.20060629	2.8900567	139	3	0.36	M-v	3Eh
K14M05	P 21.8	0.15	K161D	160.66447	183.05882	133.46593	9.76949	0.5221839	0.30943547	2.1648243	92	2	0.39	M-v	3Eh
K14M06	F 20.7	0.15	K161D	135.17181	234.50205	90.03951	4.33966	0.6148712	0.25814263	2.4428468	131	2	0.3	M-v	3Eh
K14M06	J 21.6	0.15	K161D	195.15755	102.35716	271.68697	4.48771	0.6423034	0.39423914	1.842028	45	2	0.25	M-v	3Eh
K14M26	R 17.8	0.15	K161D	128.18445	293.24826	141.28093	10.7782	0.8436816	0.20116663	2.8846873	17	1	0.99	M-v	3Eh
K14M55	K 21.4	0.15	K161D	285.70441	207.74921	162.96987	2.9342	0.3701609	0.61451747	1.3701872	58	2	0.33	M-v	3Eh
K14N52	B 21.7	0.15	K161D	329.62157	115.23648	279.44203	24.44063	0.3741402	0.70164999	1.2542642	33	1	0.27	M-v	3Eh
K14N52	E 18.0	0.15	K161D	120.66984	337.51352	54.58382	3.85195	0.6565948	0.26707636	2.3880628	304	2	0.37	M-v	3Eh
K14N52	K 21.3	0.15	K161D	187.57609	268.51782	256.37863	2.54458	0.8387163	0.30163035	2.2020104	30	1	0.22	M-v	3Eh
K14N65	G 21.8	0.15	K161D	270.67929	305.17872	97.40618	8.34658	0.3855324	0.61925666	1.3631875	26	2	0.2	M-v	3Eh
K14O01	Y 19.1	0.15	K161D	140.61622	186.72069	76.30819	23.0115	0.6244637	0.23809288	2.5781318	62	1	0.25	M-v	3Eh
K14OB1	T 21.7	0.15	K161D	169.533	320.35966	307.25026	8.35333	0.5536584	0.29931503	2.2133514	143	1	0.28	M-v	3Eh
K14OT9	X 19.5	0.15	K161D	142.0423	279.68969	157.74145	6.39869	0.8569784	0.30167767	2.2017801	250	2	0.33	M-v	3Eh
K14OX9	M 21.3	0.15	K161D	107.51335	18.20493	28.61354	3.44842	0.6427478	0.2376524	2.5813164	43	2	0.29	M-v	3Eh
K14Od2	J 21.6	0.15	K161D	141.03677	242.1322	316.94142	35.35938	0.2921581	0.78067707	1.1681226	13	1	0.15	M-v	3Eh
K14P51	G 20.6	0.15	K161D	89.53809	294.02441	275.84953	3.79232	0.4526684	0.74453161	1.2056298	112	2	0.35	M-v	3Eh
K14P59	S 20.5	0.15	K161D	168.81501	222.71601	162.59083	14.14877	0.5462852	0.3580558	1.964124	50	2	0.34	M-v	3Eh
K14P59	W 20.9	0.15	K161D	151.04516	289.42273	301.13156	2.26663	0.6928045	0.26128813	2.4232019	75	1	0.21	M-v	3Eh
K14Q03	C 20.7	0.15	K161D	52.03019	64.60921	146.37911	37.6153	0.3730341	0.69614853	1.2608636	35	1	0.23	M-v	3Eh
K14QT6	O 20.2	0.15	K161D	230.95495	30.59735	193.55671	10.93364	0.4689218	0.39643902	1.8352073	45	2	0.21	M-v	3Eh
K14Qd0	O 21.1	0.15	K161D	207.82663	232.96872	324.80589	25.66298	0.8781969	0.38303909	1.8777625	16	1	0.58	M-v	3Eh
K14Qh2	X 19.7	0.15	K161D	56.58699	68.59619	111.82288	6.4373	0.5867054	0.61727478	1.3661038	26	1	0.27	M-v	3Eh
K14Qh3	L 20.0	0.15	K161D	196.459	260.35512	322.90305	4.42797	0.7177681	0.32562554	2.0924596	41	1	0.2	M-v	3Eh
K14Qh4	K 19.1	0.15	K161D	147.80864	165.93373	252.31875	5.97238	0.5035959	0.36463143	1.9404389	232	2	0.33	M-v	3Eh
K14S01	S 21.7	0.15	K161D	157.8712	341.44548	358.33936	1.48488	0.518729	0.31841305	2.1239395	283	1	0.3	M-v	3Eh
K14SE1	V 21.6	0.15	K161D	167.57532	141.68718	158.62216	7.80195	0.5227515	0.3170253	2.1301332	56	1	0.26	M-v	3Eh
K14SE2	P 21.7	0.15	K161D	121.21837	81.19161	125.2153	5.57266	0.4200307	0.78820929	1.1606689	31	1	0.31	M-v	3Eh
K14SE3	M 20.3	0.15	K161D	291.5111	89.58511	28.8565	24.21415	0.4226759	0.74433652	1.2058404	92	1	0.32	M-v	3Eh
K14SQ0	M 21.0	0.15	K161D	160.88636	246.94459	336.82815	7.79009	0.8843209	0.29033348	2.2587663	27	1	0.3	M-v	3Eh
K14SQ0	U 21.8	0.15	K161D	224.50327	229.12981	174.81351	26.77465	0.37561	0.51604561	1.5393735	41	2	0.35	M-v	3Eh
K14SX9	R 18.6	0.15	K161D	248.08433	299.54879	138.79074	29.7931	0.3037591	0.66563557	1.2991073	130	2	0.36	M-v	3Eh
K14T17	N 21.5	0.15	K161D	116.89756	105.12395	1.60606	16.2004	0.7008949	0.29028696	2.2590076	82	1	0.45	M-v	3Eh
K14T33	Y 21.8	0.15	K161D	269.41422	180.48522	196.56992	18.66502	0.261604	0.58697841	1.4127152	171	1	0.35	M-v	3Eh
K14T36	A 20.7	0.15	K161D	70.98499	255.88724	229.50273	6.16058	0.7095995	0.20719688	2.8284417	95	2	0.38	M-v	3Eh
K14U56	Q 19.1	0.15	K161D	68.88502	182.40374	45.43526	39.90668	0.3239879	0.57207746	1.4371414	73	1	0.33	M-v	3Eh
K14UB6	R 19.7	0.15	K161D	163.40696	286.82415	6.00196	6.57457	0.7274668	0.3310242	2.0696467	304	2	0.29	M-v	3Eh
K14V06	L 21.3	0.15	K161D	351.60072	279.83749	38.95027	6.08549	0.3292992	0.71069743	1.2435967	145	1	0.34	M-v	3Eh
K14W07	D 21.8	0.15	K161D	100.26974	308.50103	219.01088	2.30592	0.7519716	0.29042456	2.2582941	59	1	0.28	M-v	3Eh
K14WC0	Z 20.5	0.15	K161D	109.28629	245.15792	244.91635	20.92198	0.6384906	0.2992962	2.2134442	333	2	0.27	M-v	3Eh
K14WK1	D 19.4	0.15	K161D	199.08597	199.74554	105.77512	8.47259	0.5026257	0.32475744	2.0961868	36	2	0.25	M-v	3Eh
K14WK2	T 21.1	0.15	K161D	250.75125	185.64406	58.83105	23.39177	0.063103	1.03866588	0.9656479	88	2	0.45	M-v	3Eh
K14Wa3	V 19.0	0.15	K161D	201.11094	209.87677	78.03986	5.52392	0.5151592	0.39453945	1.8410931	28	1	0.18	M-v	3Eh
K14Wa5	E 21.0	0.15	K161D	211.28311	67.30521	130.99824	7.23603	0.5004457	0.72176802	1.2308476	34	2	0.24	M-v	3Eh
K14Wa5	G 19.9	0.15	K161D	177.2891	111.12524	71.36693	25.11711	0.3335448	0.66775283	1.2963598	52	2	0.28	M-v	3Eh
K14Wa8	K 21.4	0.15	K161D	145.49433	104.61741	237.71721	14.24912	0.7129937	0.31142272	2.155605	15	1	0.13	M-v	3Eh
K14X03	J 20.1	0.15	K161D	106.88259	161.64085	22.32997	1.22569	0.7274454	0.3163744	2.1330539	422	2	0.32	M-v	3Eh
K14X07	L 21.0	0.15	K161D	235.2026	250.70743	74.51353	7.50118	0.5332307	0.46327541	1.6541563	62	2	0.28	M-v	3Eh
K14Y08	Y 19.0	0.15	K161D	102.81654	134.63924	14.39936	20.0092	0.5953911	0.31748704	2.1280674	63	2	0.34	M-v	3Eh
K14Y14	L 20.6	0.15	K161D	94.70256	287.02929	71.6712	5.81096	0.7726105	0.21839052	2.7309486	135	1	0.36	M-v	3Eh
K14Y15	Q 21.2	0.15	K161D	137.52632	252.31921	81.90145	10.91129	0.2359097	1.04167833	0.9637853	137	2	0.3	M-v	3Eh
K14Y15	R 21.5	0.15	K161D	59.91275	308.93965	320.59569	5.72216	0.4097657	1.51887898	0.749527	116	1	0.37	M-v	3Eh
K14Y34	S 20.8	0.15	K161D	157.48457	321.86806	210.1349	6.88102	0.3854896	0.50895638	1.553635	158	2	0.3	M-v	3Eh
K14Y34	W 21.6	0.15	K161D	270.54093	57.1911	314.40744	6.02874	0.4256551	0.59061574	1.4069091	50	1	0.31	M-v	3Eh
K14Y35	B 19.0	0.15	K161D	109.67084	188.59751	3.76831	12.6439	0.4834125	0.38335426	1.8767331	695	2	0.28	M-v	3Eh
K15A00	H 21.5	0.15	K161D	178.33534	70.5577	255.35172	14.07388	0.240384	1.14112698	0.9069432	74	2	0.27	M-v	3Eh
K15A45	R 19.8	0.15	K161D	263.55163	239.50751	114.46607	9.23634	0.7015338	0.60460489	1.3851228	117	2	0.29	M-v	3Eh
K15AO5	Y 21.2	0.15	K161D	273.46129	13.03003	143.68309	13.59311	0.1095314	0.82375509	1.1270347	115	1	0.4	M-v	3Eh
K15B04	S 21.4	0.15	K161D	67.76848	186.69294	355.5367	6.13287	0.644981	0.21597236	2.7512957	50	2	0.27	M-v	3Eh
K15BV0	W 22.0	0.15	K161D	94.37299	322.43501	95.16462	10.0229	0.6376559	0.23177015	2.624809	44	1	0.29	M-v	3Eh
K15BV0	Y 21.7	0.15	K161D	136.79305	229.09656	329.05255	4.87554	0.3995227	0.49472419	1.5832906	82	2	0.4	M-v	3Eh
K15BV0	Z 21.2	0.15	K161D	92.24413	271.35334	305.17882	4.08274	0.5534861	0.3398346	2.0337192	118	2	0.3	M-v	3Eh
K15BV1	L 21.0	0.15	K161D	109.3029	136.36066	227.04762	1.49531	0.8447264	0.27037905	2.3685762	119	1	0.37	M-v	3Eh
K15BV1	N 20.5	0.15	K161D	336.72803	228.12561	98.60094	16.81499	0.3237133	0.58511266	1.4157168	24	1	0.26	M-v	3Eh
K15Bo9	N 20.6	0.15	K161D	282.7763	143.06103	120.27227	4.18019	0.5683714	0.97581207	1.0066811	88	3	0.39	M-v	3Eh
K15Bp5	K 21.0	0.15	K161D	103.80571	59.16073	152.48363	5.27282	0.4463712	0.42582141	1.7497838	27	2	0.35	M-v	3Eh
K15Bp5	P 21.1	0.15	K161D	53.64194	196.50342	134.37982	17.7498	0.1717947	0.70435108	1.2510555	31	1	0.28	M-v	3Eh
K15C12	X 20.0	0.15	K161D	136.49264	227.07359	196.21082	5.75787	0.6106665	0.34798086	2.0018543	162	1	0.33	M-v	3Eh
K15C13	V 20.3	0.15	K161D	129.54098	132.4596	124.83967	13.03911	0.2881024	0.63670775	1.3381639	128	2	0.35	M-v	3Eh
